order_id,customer_id,product_id,order_date,quantity,discount_pct,payment_method,order_value,delivery_status,return_flag
981521,65725,9456,2026-01-21,2,0,Paytm_UPI,1131.05,Delivered,0
394976,88579,3703,2025-07-24,1,10,Paytm_UPI,487.65,Delivered,0
269257,54284,8194,2026-04-20,1,10,Paytm_UPI,133.96,Delivered,0
660033,18130,8007,2026-02-10,1,10,Paytm_Wallet,357.43,Delivered,0
173332,64819,8704,2025-10-31,1,0,Paytm_UPI,366.39,Delivered,0
194073,14461,5151,2025-12-07,1,0,Paytm_UPI,1746.17,Delivered,0
832356,69429,7564,2025-08-23,1,10,Paytm_UPI,1062.7,Delivered,0
970840,84468,2435,2025-08-30,1,20,COD,492.93,Delivered,0
860294,23926,3916,2026-02-08,1,0,Paytm_UPI,572.82,Delivered,0
393033,16827,8426,2026-06-13,1,10,Paytm_UPI,1271.86,Delivered,0
552945,90200,3941,2025-09-26,1,0,COD,497.96,Delivered,0
740098,71474,1293,2026-01-19,1,0,COD,752.8,Delivered,0
941017,73979,6300,2025-11-07,2,10,Paytm_Wallet,406.7,Delivered,0
815234,39391,4479,2025-11-17,1,20,COD,369.61,Delivered,0
766023,36560,8715,2025-10-16,1,10,COD,2516.62,Delivered,0
889256,59345,1087,2026-04-07,1,10,Paytm_UPI,428.36,Delivered,0
574709,99443,6556,2025-10-21,1,0,Paytm_UPI,1097.05,Delivered,0
357874,43631,5830,2026-03-21,1,0,Paytm_UPI,144.59,Delivered,0
437262,15155,2548,2025-11-16,1,10,Paytm_UPI,475.67,Delivered,0
320855,12816,3115,2026-01-01,1,0,Paytm_UPI,402.46,Delivered,0
728635,99074,3323,2025-11-11,1,10,Paytm_UPI,4218.44,Delivered,0
116645,71993,8506,2026-06-26,1,0,COD,3124.32,Delivered,0
825452,60418,7365,2025-08-27,1,0,Paytm_UPI,951.65,Returned,1
777844,22527,5358,2026-06-30,1,10,COD,692.86,Delivered,0
102146,88861,5627,2026-02-28,3,0,COD,4164.69,Delivered,0
599676,76494,4858,2025-07-08,1,20,COD,400.84,Returned,1
110043,93928,8594,2026-03-25,1,0,COD,4437.44,Delivered,0
281965,70689,5224,2025-12-14,1,0,COD,150.65,Delivered,0
682788,60556,1336,2026-06-19,1,0,Paytm_UPI,1363.81,Delivered,0
830322,35448,9410,2026-04-06,1,10,Paytm_UPI,913.44,Delivered,0
612729,46064,6878,2026-04-29,1,0,COD,145.04,Delivered,0
511871,25444,1439,2026-01-31,3,0,COD,360.34,Delivered,0
185090,64266,8861,2026-05-08,1,0,Paytm_UPI,454.98,Delivered,0
780627,63970,4000,2026-03-16,1,0,COD,3570.21,Delivered,0
181288,33583,2900,2026-02-01,1,20,Paytm_UPI,788.34,Delivered,0
132450,55229,2253,2026-06-18,1,20,Paytm_UPI,382.06,Delivered,0
972503,29536,4673,2026-05-19,1,0,COD,177.76,Delivered,0
804237,10716,8968,2025-12-26,2,0,Paytm_UPI,803.12,Delivered,0
804900,79717,1107,2025-08-23,1,0,COD,1967.27,Delivered,0
470141,99074,7241,2026-05-18,1,0,Paytm_UPI,3597.92,Returned,1
494659,96159,7909,2026-05-24,1,0,Paytm_Wallet,4662.25,Delivered,0
730520,93000,9115,2025-11-23,1,0,COD,736.47,Delivered,0
505537,49691,6143,2025-09-13,1,0,COD,4996.38,Delivered,0
979908,29054,1745,2026-05-01,1,20,Paytm_UPI,3300.63,Delivered,0
951307,99881,6384,2026-04-03,1,0,Paytm_UPI,274.58,Delivered,0
108840,88333,4268,2025-08-24,1,0,Paytm_UPI,258.43,Delivered,0
585168,97194,3736,2025-11-27,1,0,Paytm_UPI,163.15,Delivered,0
302365,39035,9655,2025-12-26,1,20,COD,120.74,Returned,1
109818,53874,8083,2025-10-01,2,0,Paytm_UPI,581.32,Delivered,0
879243,68487,6198,2025-07-14,1,10,Paytm_UPI,241.78,Delivered,0
895262,47700,7791,2025-10-24,1,0,COD,3950.3,Delivered,0
813612,19545,8993,2026-06-29,3,20,Paytm_UPI,1982.06,Delivered,0
843647,94922,1738,2025-11-22,1,10,Paytm_UPI,459.92,Delivered,0
300814,85513,8046,2025-08-10,1,0,Paytm_UPI,953.43,Delivered,0
955932,76628,4458,2026-03-02,1,0,Paytm_UPI,1405.92,Delivered,0
755608,79945,3434,2025-11-01,1,0,Paytm_UPI,650.69,Delivered,0
947684,53975,6820,2026-04-11,1,10,COD,1237.32,Delivered,0
331890,84349,5398,2025-10-05,1,0,Paytm_UPI,826.5,Delivered,0
617795,50352,9973,2025-11-24,2,0,Paytm_UPI,662.29,Delivered,0
138583,93588,5654,2025-10-24,1,0,Paytm_Wallet,168.72,Delivered,0
616777,88333,5021,2026-06-23,2,0,COD,4150.35,Delivered,0
838247,24936,5175,2026-04-07,1,10,COD,537.17,Delivered,0
735465,56913,3095,2025-09-26,1,20,COD,745.82,Delivered,0
107482,72003,1962,2025-09-21,2,0,Paytm_UPI,3583.65,Delivered,0
961010,95394,8506,2026-03-11,1,0,COD,3124.32,Delivered,0
515326,85713,2410,2025-08-19,1,0,COD,543.82,Delivered,0
390819,64008,6820,2026-02-13,2,0,COD,1374.8,Delivered,0
624629,42537,8724,2026-01-14,1,20,COD,752.61,Delivered,0
278758,23983,5754,2026-02-06,1,20,Paytm_UPI,923.54,Returned,1
303182,98538,4000,2026-03-20,1,10,COD,3213.19,Delivered,0
874703,70341,9096,2026-02-11,1,0,Paytm_Wallet,4000.58,Delivered,0
804827,61873,9288,2026-03-29,1,10,Paytm_UPI,681.24,Delivered,0
732262,57028,6174,2026-02-11,1,0,Paytm_UPI,110.44,Delivered,0
284055,59886,6557,2025-08-01,1,10,Paytm_UPI,752.54,Delivered,0
716735,77154,1340,2025-08-25,1,10,Paytm_UPI,3462.66,Delivered,0
882209,75521,6820,2025-08-01,1,0,Paytm_UPI,1374.8,Delivered,0
233620,94599,7513,2025-10-15,3,10,Paytm_Wallet,789.85,Delivered,0
697586,61879,3166,2026-06-04,1,0,COD,1105.24,Delivered,0
339038,17146,6128,2026-06-14,1,0,Paytm_UPI,1100.53,Delivered,0
648489,92998,9618,2026-04-16,1,0,COD,831.76,Delivered,0
920251,74178,5603,2025-10-21,1,20,Paytm_Wallet,822.7,Delivered,0
301170,95820,9655,2026-06-01,3,0,Paytm_UPI,150.92,Delivered,0
810912,47767,6453,2025-07-15,1,0,COD,421.83,Delivered,0
826648,98254,5956,2026-03-27,1,0,COD,359.99,Delivered,0
658829,66873,5266,2026-03-02,1,10,Paytm_UPI,380.11,Delivered,0
365206,45774,3434,2026-03-28,2,0,Paytm_UPI,650.69,Delivered,0
687324,91057,6575,2026-06-14,1,20,Paytm_UPI,676.28,Delivered,0
575976,60196,1321,2025-07-07,1,10,Paytm_UPI,305.09,Delivered,0
547861,97932,3525,2026-03-12,1,10,COD,2382.33,Delivered,0
805796,96706,1487,2026-03-16,1,20,COD,982.02,Returned,1
154382,12246,3862,2026-06-03,1,0,Paytm_UPI,299.4,Delivered,0
438689,55032,1129,2025-12-21,2,0,Paytm_UPI,136.51,Delivered,0
985356,93695,3585,2025-12-12,1,10,COD,1029.25,Delivered,0
387347,93839,1994,2025-08-23,1,0,Paytm_UPI,413.78,Delivered,0
813213,10633,8968,2026-01-24,1,0,COD,803.12,Delivered,0
589251,45382,8688,2026-01-15,1,0,COD,797.79,Delivered,0
479030,29073,8755,2026-01-23,1,10,COD,1317.32,Delivered,0
895891,57447,2998,2025-07-23,1,10,Paytm_Wallet,327.99,Delivered,0
856254,75543,7564,2025-10-02,1,0,COD,1180.78,Delivered,0
149246,39902,3014,2025-10-22,2,0,COD,653.93,Delivered,0
540467,63970,1587,2026-01-29,3,10,COD,637.1,Delivered,0
570665,19287,1668,2025-11-06,1,10,COD,1861.56,Delivered,0
105409,46655,7076,2025-12-06,1,10,COD,546.07,Delivered,0
304061,61213,8882,2025-11-13,1,0,COD,878.85,Returned,1
185782,93269,2977,2026-06-13,1,0,COD,362.75,Delivered,0
699596,58997,3435,2026-05-16,2,10,COD,713.38,Delivered,0
126604,90863,5412,2026-04-19,1,0,Paytm_UPI,2958.25,Delivered,0
336588,80008,2297,2026-03-31,2,10,COD,331.99,Delivered,0
544407,10395,8882,2025-08-04,1,20,COD,703.08,Delivered,0
362127,39939,4102,2025-09-21,1,10,Paytm_UPI,439.43,Delivered,0
272471,33053,5151,2025-11-11,1,0,COD,1746.17,Delivered,0
425903,54025,6882,2025-07-31,2,0,Paytm_UPI,1280.89,Delivered,0
756403,70217,4000,2026-03-06,1,20,Paytm_UPI,2856.17,Delivered,0
201424,58551,8882,2025-07-17,1,10,Paytm_UPI,790.96,Delivered,0
603281,70960,2734,2025-12-21,1,10,Paytm_UPI,1961.05,Delivered,0
947311,57419,6080,2025-07-16,1,10,COD,2472.83,Delivered,0
721313,32387,3161,2026-05-12,1,0,COD,648.02,Delivered,0
756720,33865,7358,2026-07-05,1,10,Paytm_UPI,321.49,Delivered,0
450541,70429,5762,2026-05-29,2,10,COD,651.82,Delivered,0
362573,99664,5151,2025-10-10,1,20,Paytm_UPI,1396.94,Returned,1
213079,80268,4032,2026-01-06,1,0,COD,293.68,Delivered,0
349937,88231,3115,2025-11-16,1,0,Paytm_UPI,402.46,Delivered,0
972957,54185,6907,2025-07-28,1,20,COD,1072.86,Delivered,0
961545,17754,1606,2025-11-13,1,0,COD,743.36,Delivered,0
644918,55032,9089,2026-05-11,1,10,COD,298.93,Delivered,0
