payment_id,order_id,payment_status,cashback_applied
1141534,888938,Success,1
2744514,503752,Success,0
2841052,382368,Success,1
9905988,433799,Success,0
6481395,679989,Success,0
5398044,130310,Failed,0
1981259,764316,Success,1
7534111,119527,Success,0
6189258,680990,Success,0
6127028,807890,Success,0
3240852,358281,Success,0
1016106,923356,Success,0
1714377,419409,Success,1
7514041,526504,Success,0
3980663,187984,Success,0
9430150,766683,Success,0
9352168,313340,Success,0
8419625,249282,Success,0
9798264,666692,Success,0
9060471,920011,Success,0
5102900,663646,Success,0
6262649,682119,Success,0
9737254,952118,Success,1
6491052,969659,Success,0
7504808,403300,Success,0
7739854,275512,Success,0
5727298,163098,Success,0
7699071,605608,Success,0
6214228,726909,Failed,0
2992327,980266,Success,0
8303867,498619,Success,0
3169313,983360,Success,0
4652593,323088,Success,0
5969315,981521,Success,0
4024807,394976,Success,0
2875576,269257,Success,1
3364066,660033,Success,1
8316857,173332,Success,1
3429853,194073,Success,0
4003888,832356,Success,0
2260031,970840,Success,0
4243169,860294,Success,0
4070595,393033,Success,1
1287020,552945,Success,0
6127759,740098,Success,0
2073135,941017,Success,0
1762895,815234,Success,0
5770133,766023,Success,0
3736282,889256,Failed,0
5243555,574709,Success,0
9923759,357874,Success,1
4639953,437262,Success,0
2891931,320855,Failed,0
5721184,728635,Success,0
9146974,116645,Success,0
9574497,825452,Success,1
2877649,777844,Success,0
2510748,102146,Success,0
8903065,110043,Success,0
8491253,281965,Success,0
3574031,682788,Success,0
7815765,830322,Success,1
5658782,612729,Success,0
9839008,511871,Success,0
2619589,185090,Failed,0
3699179,780627,Success,0
9618242,181288,Success,0
4341392,132450,Success,0
2860486,972503,Success,0
1333906,804237,Failed,0
1956520,804900,Success,0
4679917,470141,Success,0
8247606,494659,Success,0
8084151,730520,Success,0
7875661,505537,Success,0
1351260,979908,Success,0
3820107,951307,Success,1
1035751,108840,Success,0
2046696,585168,Success,1
1090305,109818,Success,1
6835711,879243,Failed,0
4300220,895262,Success,0
3706058,813612,Success,0
6648226,843647,Success,1
4244575,300814,Success,0
7644275,955932,Success,0
4163378,755608,Success,0
2616672,947684,Success,0
1064572,331890,Failed,0
6398328,617795,Success,0
1778685,138583,Success,0
6480067,616777,Success,0
4010846,838247,Success,0
5532411,735465,Success,0
5098200,107482,Success,0
9882867,961010,Success,0
4941694,515326,Success,0
1032061,390819,Success,0
6960576,624629,Success,0
3715204,278758,Success,0
8011699,303182,Success,0
3867496,874703,Success,0
2047699,804827,Success,0
2000614,732262,Success,0
8568233,284055,Success,1
7679136,716735,Success,0
9958729,882209,Success,0
8251038,233620,Failed,0
3751699,697586,Success,0
8673707,339038,Success,1
8317344,648489,Success,0
5094741,920251,Success,1
4810750,301170,Success,1
3974774,810912,Success,0
4469681,826648,Success,0
9415479,658829,Success,0
7465343,365206,Success,1
4419979,687324,Success,0
4598547,575976,Success,1
9114337,547861,Success,0
7836867,154382,Failed,0
2397572,438689,Success,1
9483536,985356,Success,0
6640877,387347,Success,0
2913352,813213,Success,0
7752669,589251,Success,0
3970123,479030,Success,0
7671449,895891,Success,0
8631549,856254,Success,0
2757494,149246,Success,0
5157933,540467,Success,0
8282208,570665,Success,0
6112064,105409,Success,0
2823015,185782,Success,0
1013765,699596,Success,0
2247983,126604,Success,1
4185522,336588,Success,0
3601349,544407,Success,0
9486611,362127,Success,0
3631527,272471,Success,0
4374318,425903,Failed,0
4785088,756403,Success,0
3556085,201424,Success,0
2663450,603281,Success,0
9524533,947311,Success,0
4754837,721313,Success,0
6860744,756720,Success,0
4134570,450541,Success,0
8735749,362573,Success,0
2062009,213079,Success,0
9864325,349937,Failed,0
9000563,972957,Success,0
6458749,961545,Success,0
1331934,644918,Success,0
7812566,348243,Success,0
9091290,913432,Success,1
9271307,749662,Success,0
7470011,901215,Success,0
2593364,755725,Success,0
1728949,707056,Success,1
8088238,189689,Success,0
7211496,134963,Success,0
3802602,428497,Success,0
1105259,988869,Success,0
9768556,168187,Success,0
2685290,233730,Success,0
5469467,941363,Success,0
5150050,157450,Success,0
2259303,740405,Success,0
3138015,552816,Success,0
8836451,206773,Success,0
8459060,158500,Success,0
7874490,154738,Success,0
2959224,991215,Success,0
8728329,521195,Success,0
9441757,747288,Success,0
2856717,531077,Success,1
6911339,728700,Success,0
8029640,791770,Success,0
9946299,111121,Success,1
5143130,502569,Success,0
6014853,933790,Success,0
6871077,750338,Success,0
9346305,782540,Success,1
3989617,808602,Success,0
1279110,127233,Success,0
3527911,716366,Success,0
7556355,213253,Success,0
7322835,112885,Success,0
7184743,847948,Success,0
7698366,721686,Success,0
9956794,981621,Success,0
7450373,701056,Success,0
3865798,768324,Success,0
6937488,368735,Success,0
2580427,541457,Success,0
3321393,859822,Success,0
6430328,566222,Success,0
8519839,354963,Success,1
4424901,935741,Success,0
6168186,163429,Success,0
9509903,426806,Success,0
3726425,557019,Success,0
6761775,475121,Success,0
6471893,712018,Success,0
4749971,667430,Success,0
5577306,252698,Success,0
8300694,592331,Success,0
1151539,732636,Failed,0
8454748,405202,Success,1
5997287,108474,Success,1
3290151,714926,Success,0
1377064,811249,Success,0
8466730,160101,Success,0
5498258,631741,Success,0
8972189,157259,Success,0
3394433,460517,Success,0
7912309,310105,Success,0
8097624,311037,Success,1
6108877,171726,Success,0
2055775,298553,Success,0
8346285,598833,Failed,0
7649771,825447,Success,0
9127407,728896,Success,0
1362281,447231,Success,1
1064545,706507,Success,0
8671957,451965,Success,0
6150496,414186,Success,0
9355565,444582,Success,0
5276681,209940,Success,0
6904629,927527,Success,0
5768531,144241,Success,0
7805310,330063,Success,1
5627149,103876,Success,0
2262786,333858,Success,0
9540591,341459,Success,0
4247083,754227,Success,0
9456863,350629,Success,0
6071231,870269,Success,1
2888184,954225,Success,0
7894655,946485,Success,0
8751800,494172,Success,0
5069009,966212,Success,0
5848200,480441,Success,0
8689594,177312,Success,0
9707166,131475,Success,0
6760669,220784,Success,1
4460433,404691,Success,0
7688539,303846,Success,0
9999882,714136,Success,0
9945913,902719,Success,1
2792105,146037,Success,0
7389110,308795,Success,0
5915175,397901,Success,0
9954070,329580,Success,1
1468996,374725,Success,0
5449671,282750,Success,0
5865657,988704,Success,0
6302222,357912,Success,1
1165697,305507,Success,0
3796179,284630,Success,0
9636401,374505,Success,0
7618586,206105,Success,0
1166308,971834,Success,1
6480563,243910,Failed,0
3867248,786680,Success,0
2984200,216359,Success,0
1526788,320449,Success,0
3751906,578364,Success,0
7685243,487596,Success,0
3341109,490437,Success,0
8695389,279683,Success,0
1655729,652522,Success,1
7655649,753476,Failed,0
7714489,554786,Success,0
5863345,845476,Success,0
2026875,224249,Success,1
1303301,237148,Success,0
4005495,298853,Success,0
5539236,658424,Success,0
9969792,828082,Success,0
5238976,433396,Success,1
7015793,550405,Success,1
9725552,356428,Success,0
2751116,148439,Success,0
4715138,745952,Success,0
1009139,298287,Success,0
4186897,661479,Failed,0
1690365,927942,Success,0
6534468,443598,Success,0
9094463,155846,Success,1
6119085,934259,Success,0
4975549,232601,Failed,0
8947817,632959,Success,0
5394145,612743,Success,0
2778155,862627,Success,0
6832313,922781,Success,0
7979221,929420,Success,0
4968858,744755,Success,0
1244425,275566,Success,0
3506135,506968,Success,0
8500727,776406,Success,0
7216931,633891,Success,0
1213496,622807,Success,0
1792611,586819,Success,0
1010601,437456,Success,0
4571098,492040,Success,0
1770481,828246,Success,0
6786686,850413,Success,0
7549444,596771,Success,0
7766201,769102,Success,0
2708298,929029,Success,0
6970859,781298,Success,0
4410904,317264,Success,0
1290034,312861,Success,0
6996787,345770,Success,0
7499536,329212,Success,0
5912097,545668,Success,0
2628923,495400,Success,0
5379847,264845,Success,0
4214210,983353,Success,0
8353032,366893,Success,0
5935684,188876,Success,1
8247643,888133,Success,0
8530042,409380,Success,0
1868830,644022,Success,0
9433128,341358,Success,0
9050586,143141,Success,1
1327250,637145,Success,1
2984998,452713,Success,0
9905673,573066,Success,0
8920592,553515,Success,0
3717833,485364,Success,0
7953239,621711,Success,0
1585851,386281,Success,0
1523952,125918,Success,0
2895801,563143,Success,0
4423305,378527,Failed,0
8176064,179574,Success,0
7247184,186422,Success,1
3061504,983533,Success,0
1798686,637700,Success,0
4874298,774920,Success,0
5553056,924047,Success,0
5959788,338804,Success,0
6083766,224348,Success,0
5228949,477735,Success,0
3206651,672549,Success,0
1725880,449970,Success,1
7600067,807901,Success,0
9119299,362168,Success,0
5601298,881410,Success,0
6753647,905812,Success,0
8078969,986516,Success,1
7725470,299903,Success,1
7278457,733375,Success,0
3765467,996531,Success,0
6047987,373820,Success,0
1647925,907483,Success,1
7338932,395536,Success,0
3378394,463470,Success,0
3114701,523426,Success,0
2960067,961784,Success,0
6429229,894617,Success,1
6774600,785864,Failed,0
8318019,898134,Success,0
9014254,516814,Success,0
3297254,337949,Success,0
6291976,885527,Success,1
8138205,597484,Success,0
3990713,640882,Success,0
4090980,924154,Success,0
4033321,894423,Failed,0
3095208,857607,Success,0
1132781,583814,Success,0
6566432,930382,Success,1
4957943,428282,Failed,0
4614732,296971,Success,0
5947520,907540,Success,0
8374875,831844,Success,1
1493242,319765,Success,0
5338920,685573,Success,1
9370219,492901,Failed,0
6155691,705561,Success,0
9059779,234580,Success,1
7522941,873644,Success,0
6093126,624078,Success,0
5841463,790852,Success,0
6464008,471890,Success,1
7247255,336444,Success,0
4738590,546399,Success,0
8332874,889185,Success,0
6473694,899897,Success,0
3864247,824061,Success,0
2617137,414192,Success,0
4888291,715467,Success,0
9965367,695148,Success,0
4778634,133773,Success,0
6243548,245893,Success,1
1102452,446292,Success,0
9205718,760434,Success,0
2372974,732294,Failed,0
3301496,737363,Success,0
5822943,509873,Success,0
6587097,314124,Success,0
6833407,166803,Success,0
4660140,505205,Success,1
2705024,597840,Success,0
3788778,444815,Success,1
1945506,573469,Success,0
1055772,419443,Success,0
5179822,279750,Success,1
7616706,807668,Success,0
3142883,286264,Success,0
4101014,966621,Success,0
2533514,732672,Success,0
2140673,128142,Failed,0
8923903,308665,Success,1
4973323,504639,Success,0
3402268,315893,Success,0
8773126,405246,Success,0
9298908,649868,Success,1
3634911,576749,Success,0
8140361,486559,Success,0
5541591,111583,Success,0
9993790,442645,Success,0
5133583,530819,Success,0
6813390,264663,Success,0
6385234,235410,Success,0
6389326,538738,Success,0
6447964,879241,Success,0
3868387,507888,Success,1
4035747,316509,Success,1
6121645,315667,Success,1
3857347,553195,Success,0
6809536,844144,Success,0
3347855,597842,Success,0
6245024,733035,Success,0
2701262,425387,Success,0
7812895,312832,Success,0
2940388,851589,Success,0
9428153,581250,Success,0
6497755,311500,Success,0
9208312,249623,Success,0
7178098,167077,Success,0
2409846,518630,Success,0
8526706,651400,Success,0
2116693,696879,Failed,0
1918370,614807,Success,0
6636947,585171,Success,0
1876197,777693,Success,0
9876707,578472,Success,0
1791274,834335,Success,1
7094706,846216,Success,0
6176003,411897,Success,0
2556022,742805,Success,1
5333997,949330,Success,0
8520166,283633,Success,0
8618668,361236,Success,0
6154905,747743,Success,0
5517181,553065,Success,0
8912402,791095,Success,0
4864146,832453,Success,0
7142499,200174,Success,0
4604147,832582,Success,0
6983124,351338,Failed,0
3368038,265603,Failed,0
5992280,758592,Success,0
8354467,169986,Success,0
9873878,861830,Success,0
5962643,327808,Success,1
2881312,617459,Success,0
8738391,898868,Success,0
2997872,227119,Failed,0
6979519,180251,Success,0
6037866,210335,Success,0
8708498,903774,Success,0
4346027,441849,Success,0
5361362,572840,Success,1
5855073,365045,Success,0
4408703,630647,Success,0
1614835,584617,Success,0
6593021,176751,Success,0
4881711,828221,Success,0
9192824,886155,Success,0
9565525,499670,Success,0
9964328,882193,Success,0
1508100,997343,Success,0
4728661,515943,Success,0
4275511,111258,Success,0
3093993,220253,Success,0
9889427,802855,Success,0
4653628,586796,Success,1
8067994,583767,Success,0
2394956,186558,Success,0
2151716,788938,Success,1
4372878,848244,Success,1
5020591,247068,Success,0
9743708,982442,Success,1
4057141,278875,Success,0
8165951,205397,Success,1
1628047,408433,Success,0
9606373,660625,Failed,0
8959686,509835,Success,1
9489734,181354,Success,1
9974936,900681,Success,0
3937398,810287,Success,0
2146175,260952,Success,0
6916088,475481,Success,0
3920716,327197,Success,0
9051705,136118,Success,0
8972832,807835,Success,1
4293355,326667,Success,1
1161777,830587,Success,0
5785550,977135,Success,0
8294648,950931,Success,0
4086244,772149,Success,1
6301091,851210,Success,0
2050167,207786,Success,0
6259001,823880,Success,0
4045723,565553,Success,0
3050631,727263,Success,1
8468718,151028,Success,0
6129290,495727,Success,0
7855064,311537,Success,0
6481363,361829,Success,0
4568629,350127,Success,0
6493491,195825,Failed,0
4798801,542166,Success,0
9097203,115267,Success,0
9587550,960384,Success,0
1838903,812989,Success,0
2703343,166240,Success,0
9587989,201295,Success,0
2801536,975964,Success,0
6976722,796368,Failed,0
8127897,859181,Success,0
9025652,146150,Success,0
4153974,637395,Success,1
5907962,955244,Success,0
5684472,757233,Success,1
7400775,755017,Success,0
9330961,668016,Success,1
2470058,548665,Success,0
9039487,343697,Failed,0
8427157,211028,Success,0
7356885,439075,Success,0
3727728,115722,Success,1
7668783,785761,Success,0
2095626,323103,Success,0
6207507,330787,Success,0
4766214,789922,Success,0
4521540,391983,Success,1
7644679,754216,Success,0
3290957,146073,Success,0
5310948,329177,Success,0
7309417,416181,Success,0
8214397,727959,Success,0
5395515,206759,Success,0
6728665,662227,Success,1
1883459,991777,Success,0
1486424,279787,Success,0
1619602,199346,Success,1
2881825,440110,Success,0
1809068,830139,Success,0
9929941,810830,Success,0
6709023,908878,Success,0
9047872,239388,Success,0
4823108,821027,Success,0
1284573,992919,Success,0
9913595,605550,Success,0
4925072,451383,Success,0
6710639,738093,Success,0
3746863,713455,Success,0
2597185,500945,Success,0
2425801,771709,Success,0
7871926,343715,Success,0
9758834,716005,Success,1
5873938,113937,Success,1
5823279,122243,Success,0
3855502,895807,Success,0
5946075,230082,Success,0
7540806,347879,Success,0
5646204,549312,Success,0
9633551,355376,Success,0
9668834,183246,Success,0
5991906,244237,Success,0
8680964,622952,Success,0
7219517,311824,Success,0
8349098,494000,Success,1
3863813,773226,Success,0
7223260,349628,Success,0
9225504,860541,Success,0
6512882,565280,Success,0
6847354,444656,Success,0
9722462,391636,Success,1
3120948,774865,Success,0
9695844,897435,Success,0
2864986,646174,Success,1
1861378,535047,Success,0
4005640,952188,Success,1
3406846,887009,Success,0
2198851,340134,Success,0
8400553,459376,Success,0
8763837,315815,Success,0
2241156,156700,Success,1
3309534,797309,Success,0
6020409,940383,Failed,0
9872064,830100,Success,0
4146255,333249,Success,0
8580838,500016,Success,0
2374880,437260,Success,0
8753122,563849,Success,0
1241402,106336,Success,0
6505715,615524,Success,0
9877175,301814,Success,0
6020560,765181,Success,0
5407242,314140,Success,0
6515198,196216,Success,0
2658956,721418,Success,0
5460657,971598,Success,1
4457963,314300,Success,0
8137934,632073,Success,0
9327199,546944,Success,0
3682273,589762,Success,0
9775696,272132,Success,0
7563559,307131,Success,0
9780692,544613,Success,0
2758439,735281,Success,0
2392511,417824,Success,0
4057231,704422,Success,0
4651356,766478,Success,0
1498030,385066,Success,1
4521873,919240,Success,0
9861106,183902,Success,0
9435206,517589,Success,0
6733093,275915,Success,0
8288314,562816,Success,0
9998897,629837,Success,1
2913893,870627,Success,0
2374322,897257,Success,0
5123196,959416,Success,0
9249090,605414,Success,0
2338593,898940,Success,0
5615449,548158,Success,0
6646529,187275,Success,0
1190530,414815,Success,0
1380237,663292,Success,0
3800519,679707,Success,0
2767750,284234,Success,0
8470808,498930,Success,0
8851910,420704,Success,0
1788429,396983,Success,0
7214390,689448,Success,0
6295273,604201,Success,0
3479789,449421,Success,0
8134099,849588,Success,0
8096065,305222,Success,0
4485061,298837,Success,0
4707951,113457,Success,1
7269122,625021,Success,0
2500390,860579,Success,0
6252627,615326,Success,0
9465658,536019,Success,0
1346743,513820,Success,0
8796027,491270,Success,0
1199459,613331,Success,0
6342149,772188,Success,0
4274222,174694,Success,0
3122930,140712,Success,1
7619682,230524,Success,0
1335128,693083,Success,0
3039067,303663,Success,1
3044480,557491,Success,0
5045508,908735,Success,1
2339161,888086,Success,1
1175074,465511,Success,0
5171147,843575,Success,0
9936187,765824,Success,0
3108060,160507,Success,0
8957610,504051,Success,0
6156876,544638,Success,1
3254876,358779,Success,0
6287324,600931,Success,0
6864672,952624,Success,0
3034448,761601,Success,0
5082723,809283,Success,0
8157024,798011,Success,0
1709047,255067,Success,0
1991043,734845,Success,0
9910694,814149,Success,0
6504438,366640,Success,0
9976003,731399,Success,1
2695578,794791,Success,0
9427002,269268,Success,0
3063881,222400,Success,0
1716663,196789,Success,1
5754781,846176,Success,0
6498569,503017,Success,0
2023352,840367,Success,0
3275477,184251,Success,0
6022039,297995,Success,0
4559746,543489,Success,0
8734943,970055,Success,0
4465905,365154,Success,0
7718619,659102,Failed,0
2169016,501382,Success,0
6758796,422939,Success,0
9907521,531603,Success,0
9324675,862998,Success,0
4450093,193190,Success,0
7360488,767083,Success,0
7745396,914419,Success,0
3346476,461122,Success,0
8379807,885100,Success,0
2323150,884639,Success,0
4641208,832964,Success,0
6849862,106732,Success,0
9550625,956046,Failed,0
7726711,101655,Success,0
5116223,173234,Success,1
4506199,830140,Success,1
6926213,650462,Success,0
5059993,786315,Success,0
2012566,868650,Success,0
1119359,278922,Success,0
6601298,492850,Success,0
6398188,838246,Success,0
8217588,307639,Success,0
2515780,290824,Success,0
7152507,215593,Success,0
5897248,694639,Success,0
8555833,322899,Success,1
5132400,310701,Success,0
2441971,886343,Success,1
6608828,948485,Success,0
7473220,528649,Success,0
7301078,757286,Success,0
5016612,754753,Success,0
9176265,767349,Success,0
4119511,189870,Success,0
6990612,230738,Success,0
6816951,167384,Success,0
2940958,131107,Success,0
2698894,346184,Success,0
7372504,608763,Success,0
5868367,897477,Success,1
5128861,379005,Success,0
7591556,107577,Success,0
1714496,710738,Success,0
3248548,143892,Success,0
9523800,321321,Success,0
5026266,930248,Success,0
8911074,493914,Success,0
9156395,645337,Success,0
4048600,378749,Success,0
8666109,609530,Success,0
1472665,893679,Success,0
3657644,733729,Success,0
8077035,452898,Success,0
7345316,814982,Success,1
7876296,459742,Success,0
1078617,956526,Success,0
6756521,478756,Success,0
5183801,517827,Failed,0
5949031,740479,Success,0
3971063,473323,Failed,0
9744956,446297,Success,1
2379201,205043,Success,0
7336938,579114,Success,1
5276301,832229,Success,0
5302093,860448,Success,0
2152393,245608,Success,0
7915713,731147,Success,0
2284185,656405,Success,0
1586563,833232,Success,0
2758975,954643,Success,0
8748174,486326,Success,1
6424574,748388,Success,0
4434928,790881,Success,0
6616376,598282,Success,0
9982743,533194,Success,0
6026673,297064,Success,0
7871859,769068,Failed,0
5456045,952092,Success,0
1718965,117438,Success,0
7263018,477702,Success,0
3087752,147976,Success,0
1628699,871555,Success,0
4169373,810860,Success,0
1020508,344903,Success,0
3271113,608072,Success,0
9227797,875112,Success,1
4590210,932527,Success,0
1138790,465254,Success,1
5430170,599250,Success,0
3394275,998734,Failed,0
9163900,205335,Success,0
8041371,503553,Success,0
4498563,736667,Success,0
8083687,846525,Success,1
3253530,645316,Success,1
9541450,699672,Success,0
2718802,998422,Success,0
5417392,629149,Success,0
5348034,234072,Success,0
5539716,935527,Success,0
8604904,415986,Success,0
2947150,805756,Success,0
9872941,589478,Success,1
4857362,567965,Success,0
6318184,605590,Success,0
4546948,666931,Success,0
1362517,355177,Success,0
7908210,278711,Success,0
1753357,791792,Success,1
8019404,193776,Success,1
9309706,556018,Success,0
7746654,130641,Success,1
5364219,442360,Success,0
1060293,502118,Success,0
3914209,393976,Success,0
3904693,798281,Success,0
9483505,803176,Success,0
5667750,797802,Success,0
9542077,660509,Success,0
8622639,860652,Success,0
5523513,194835,Success,0
6367049,825388,Success,0
6882175,334677,Success,0
2877132,703950,Success,1
4978372,729858,Success,0
6513853,775268,Success,0
8611395,495323,Success,1
3278090,852293,Success,0
9236941,871754,Success,0
3068393,500189,Success,0
8608681,773292,Success,0
5460760,689194,Success,0
4297494,344703,Success,1
1356901,371679,Success,0
8127267,405110,Success,0
3010214,216793,Success,0
2772652,456765,Success,0
7438213,720967,Success,0
5546442,297296,Failed,0
1589128,221746,Success,0
4407369,485600,Success,0
6118172,498663,Success,0
4494099,872714,Success,0
9453649,425896,Success,0
9769743,718722,Success,0
2090615,299080,Success,0
9510362,507000,Success,0
9278174,435169,Success,0
4448496,482755,Success,0
8883501,812299,Success,1
8435451,935259,Success,0
7025440,644998,Failed,0
9589419,730841,Success,0
4732002,332932,Success,0
4926479,514515,Success,0
4597858,664441,Success,0
7789789,582977,Success,0
5764136,251729,Success,0
8967438,411242,Success,0
8541478,329537,Success,0
1233615,813011,Success,0
5212237,254586,Success,0
2581975,397158,Success,0
4901510,883349,Success,0
1141410,990374,Success,0
1208983,967960,Success,0
2891078,136012,Failed,0
6857037,435690,Success,0
4238025,626781,Success,0
9600857,229461,Success,0
8031853,988845,Success,0
1389098,701853,Success,1
4125422,761732,Success,1
3142723,326183,Success,0
7642066,405654,Success,0
3235400,495007,Success,0
6849893,949566,Success,0
5437697,260119,Success,0
3799425,851583,Success,0
1663022,949785,Success,1
5395061,834430,Success,0
2137832,155119,Failed,0
3858597,913735,Success,0
4903114,998397,Success,0
2425937,862729,Success,0
1584689,413630,Success,0
6974357,791274,Success,0
8553274,989735,Success,1
8748142,122613,Failed,0
3247316,511341,Success,0
1122856,542957,Success,0
5505201,596418,Success,0
5689206,894520,Success,0
2112073,510059,Success,0
1330180,653485,Success,0
1949541,396788,Success,0
9300492,830203,Success,0
5565271,997845,Success,1
2672768,512900,Success,0
4608636,237259,Success,0
3676989,888808,Success,1
5541971,944178,Success,0
7228229,991090,Success,0
5029854,844056,Success,1
2263045,579757,Success,1
1998197,271646,Failed,0
9098717,244243,Success,0
6193662,829762,Success,0
2657432,405221,Success,0
3423349,251857,Success,0
3419247,884735,Success,0
5648091,871037,Success,0
8811741,109576,Success,0
1472467,861221,Success,0
8963631,703646,Success,0
3533751,254775,Success,1
7539332,547858,Success,1
5290929,982544,Success,0
7826210,159067,Success,0
4434062,472856,Success,0
4075804,288358,Success,0
3977218,223047,Success,0
7261161,781676,Success,0
2310780,722217,Success,0
9321648,255785,Success,0
6008792,857649,Success,0
3418487,356902,Success,0
4112545,224573,Success,0
5858893,515912,Success,0
1234692,417393,Success,0
5446209,725114,Success,0
4590071,784507,Success,0
3892246,493605,Failed,0
8033277,825399,Success,0
2672332,803317,Success,1
2809964,193964,Success,0
9951809,586197,Success,0
1866001,957939,Success,1
1594685,500661,Success,0
4228253,763049,Success,0
6125083,566740,Success,1
7418491,222292,Success,0
9822139,227980,Success,0
8241401,772566,Success,0
2664581,634510,Success,0
7400214,124145,Success,0
4608984,700815,Success,0
1843231,602790,Success,0
8967351,199146,Success,1
1201313,721678,Success,0
